Log file open, 02/02/23 11:43:03
[2023.02.02-17.43.31:049][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/Materials/M_Fire_SubUV.uasset" to "../../../../../../Users/T352T828/OneDrive - Wichita State University/Documents/InfernalDuel/InfernalDuel_UProj/Content/StarterContent/Particles/Materials/M_Fire_SubUV.uasset"
[2023.02.02-17.43.31:053][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/Materials/m_flare_01.uasset" to "../../../../../../Users/T352T828/OneDrive - Wichita State University/Documents/InfernalDuel/InfernalDuel_UProj/Content/StarterContent/Particles/Materials/m_flare_01.uasset"
[2023.02.02-17.43.31:058][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/Materials/M_Heat_Distortion.uasset" to "../../../../../../Users/T352T828/OneDrive - Wichita State University/Documents/InfernalDuel/InfernalDuel_UProj/Content/StarterContent/Particles/Materials/M_Heat_Distortion.uasset"
[2023.02.02-17.43.31:062][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/Materials/M_Radial_Gradient.uasset" to "../../../../../../Users/T352T828/OneDrive - Wichita State University/Documents/InfernalDuel/InfernalDuel_UProj/Content/StarterContent/Particles/Materials/M_Radial_Gradient.uasset"
[2023.02.02-17.43.31:065][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/Materials/M_radial_ramp.uasset" to "../../../../../../Users/T352T828/OneDrive - Wichita State University/Documents/InfernalDuel/InfernalDuel_UProj/Content/StarterContent/Particles/Materials/M_radial_ramp.uasset"
[2023.02.02-17.43.31:070][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/Materials/M_smoke_subUV.uasset" to "../../../../../../Users/T352T828/OneDrive - Wichita State University/Documents/InfernalDuel/InfernalDuel_UProj/Content/StarterContent/Particles/Materials/M_smoke_subUV.uasset"
[2023.02.02-17.43.31:074][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/Materials/M_Spark.uasset" to "../../../../../../Users/T352T828/OneDrive - Wichita State University/Documents/InfernalDuel/InfernalDuel_UProj/Content/StarterContent/Particles/Materials/M_Spark.uasset"
[2023.02.02-17.43.31:077][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/Materials/M_Bush.uasset" to "../../../../../../Users/T352T828/OneDrive - Wichita State University/Documents/InfernalDuel/InfernalDuel_UProj/Content/StarterContent/Props/Materials/M_Bush.uasset"
[2023.02.02-17.43.31:081][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/Materials/M_Chair.uasset" to "../../../../../../Users/T352T828/OneDrive - Wichita State University/Documents/InfernalDuel/InfernalDuel_UProj/Content/StarterContent/Props/Materials/M_Chair.uasset"
[2023.02.02-17.43.31:084][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/Materials/M_Door.uasset" to "../../../../../../Users/T352T828/OneDrive - Wichita State University/Documents/InfernalDuel/InfernalDuel_UProj/Content/StarterContent/Props/Materials/M_Door.uasset"
[2023.02.02-17.43.31:088][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/Materials/M_Frame.uasset" to "../../../../../../Users/T352T828/OneDrive - Wichita State University/Documents/InfernalDuel/InfernalDuel_UProj/Content/StarterContent/Props/Materials/M_Frame.uasset"
[2023.02.02-17.43.31:093][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/Materials/M_Lamp.uasset" to "../../../../../../Users/T352T828/OneDrive - Wichita State University/Documents/InfernalDuel/InfernalDuel_UProj/Content/StarterContent/Props/Materials/M_Lamp.uasset"
[2023.02.02-17.43.31:098][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/Materials/M_Rock.uasset" to "../../../../../../Users/T352T828/OneDrive - Wichita State University/Documents/InfernalDuel/InfernalDuel_UProj/Content/StarterContent/Props/Materials/M_Rock.uasset"
[2023.02.02-17.43.31:103][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/Materials/M_Shelf.uasset" to "../../../../../../Users/T352T828/OneDrive - Wichita State University/Documents/InfernalDuel/InfernalDuel_UProj/Content/StarterContent/Props/Materials/M_Shelf.uasset"
[2023.02.02-17.43.31:108][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/Materials/M_Statue.uasset" to "../../../../../../Users/T352T828/OneDrive - Wichita State University/Documents/InfernalDuel/InfernalDuel_UProj/Content/StarterContent/Props/Materials/M_Statue.uasset"
[2023.02.02-17.43.31:114][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/Materials/M_StatueGlass.uasset" to "../../../../../../Users/T352T828/OneDrive - Wichita State University/Documents/InfernalDuel/InfernalDuel_UProj/Content/StarterContent/Props/Materials/M_StatueGlass.uasset"
[2023.02.02-17.43.31:119][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/Materials/M_TableRound.uasset" to "../../../../../../Users/T352T828/OneDrive - Wichita State University/Documents/InfernalDuel/InfernalDuel_UProj/Content/StarterContent/Props/Materials/M_TableRound.uasset"
[2023.02.02-17.43.31:152][  0]LogAudioDerivedData: Display: Building compressed audio format BINKA hash BINKA_1000_StreamCache_Ver5027_MEM_65536MaxChnkSize_00483224128 wave Collapse01...
[2023.02.02-17.43.31:152][  0]LogAudioDerivedData: Display: Audio clipped during cook: This asset will be normalized by a factor of 1/1.000031. Consider attenuating the above asset.
[2023.02.02-17.43.31:159][  0]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2023.02.02-17.43.31:163][  0]LogAudio: Display: Chunk size for SoundWave /Game/StarterContent/Audio/Collapse01.Collapse01: 262144
[2023.02.02-17.43.31:449][  0]LogPackageLocalizationCache: Processed 46 localized package path(s) for 1 prioritized culture(s) in 0.251044 seconds
[2023.02.02-17.43.31:450][  0]LogSerialization: UsePackageTrailer: 'true'
[2023.02.02-17.43.31:451][  0]LogSavePackage: Moving output files for package: /Game/StarterContent/Audio/Collapse01
[2023.02.02-17.43.31:452][  0]LogSavePackage: Moving '../../../../../../Users/T352T828/OneDrive - Wichita State University/Documents/InfernalDuel/InfernalDuel_UProj/Saved/Collapse01A0CBF1A6424DE824B7672C8FD6635CC8.tmp' to '../../../../../../Users/T352T828/OneDrive - Wichita State University/Documents/InfernalDuel/InfernalDuel_UProj/Content/StarterContent/Audio/Collapse01.uasset'
[2023.02.02-17.43.31:453][  0]LogFileHelpers: InternalPromptForCheckoutAndSave took 294 ms
[2023.02.02-17.43.31:454][  0]LogFeaturePack: Inserted 1 feature packs
[2023.02.02-17.43.31:459][  0]LightingResults: New page: Lighting Build
[2023.02.02-17.43.31:464][  0]LogWorld: UWorld::CleanupWorld for Untitled, bSessionEnded=true, bCleanupResources=true
[2023.02.02-17.43.31:465][  0]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2023.02.02-17.43.31:466][  0]MapCheck: New page: Map Check
[2023.02.02-17.43.31:466][  0]LightingResults: New page: Lighting Build
[2023.02.02-17.43.31:474][  0]LogAudio: Display: Audio Device unregistered from world 'None'.
[2023.02.02-17.43.31:481][  0]LogUObjectHash: Compacting FUObjectHashTables data took   0.35ms
[2023.02.02-17.43.32:177][  0]LogAudio: Display: Audio Device (ID: 1) registered with world 'ThirdPersonMap'.
[2023.02.02-17.43.32:177][  0]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2023.02.02-17.43.32:178][  0]LogAIModule: Creating AISystem for world ThirdPersonMap
[2023.02.02-17.43.32:184][  0]LogWorldPartition: ULevel::OnLevelLoaded(ThirdPersonMap)(bIsOwningWorldGameWorld=0, bIsOwningWorldPartitioned=1, bIsValidLevelInstance=0, InitializeForMainWorld=1, InitializeForEditor=0, InitializeForGame=0)
[2023.02.02-17.43.32:184][  0]LogWorldPartition: Display: WorldPartition initialize started...
[2023.02.02-17.43.32:184][  0]LogWorldPartition: UWorldPartition::Initialize(Asset=ThirdPersonMap, IsEditor=1, bPIEWorldTravel=0 IsGame=0, IsCooking=0)
[2023.02.02-17.43.32:437][  0]LogContentBundle: [Container: ThirdPersonMap] Creating new contrainer.
[2023.02.02-17.43.32:437][  0]LogWorldPartition: Display: WorldPartition initialize took 254 ms
[2023.02.02-17.43.32:446][  0]LogEditorServer: Finished looking for orphan Actors (0.000 secs)
[2023.02.02-17.43.32:455][  0]LogUObjectHash: Compacting FUObjectHashTables data took   0.34ms
[2023.02.02-17.43.32:456][  0]Cmd: MAP CHECKDEP NOCLEARLOG
[2023.02.02-17.43.32:457][  0]MapCheck: Map check complete: 0 Error(s), 0 Warning(s), took 0.47ms to complete.
[2023.02.02-17.43.32:457][  0]LogFileHelpers: Loading map 'ThirdPersonMap' took 1.003
[2023.02.02-17.43.32:477][  0]LogUnrealEdMisc: Total Editor Startup Time, took 31.088
[2023.02.02-17.43.32:477][  0]LogShaderCompilers: Display: ================================================
[2023.02.02-17.43.32:477][  0]LogShaderCompilers: Display: === FShaderJobCache stats ===
[2023.02.02-17.43.32:477][  0]LogShaderCompilers: Display: Total job queries 0, among them cache hits 0 (0.00%)
[2023.02.02-17.43.32:477][  0]LogShaderCompilers: Display: Tracking 0 distinct input hashes that result in 0 distinct outputs (0.00%)
[2023.02.02-17.43.32:477][  0]LogShaderCompilers: Display: RAM used: 0.00 MB (0.00 GB) of 1638.40 MB (1.60 GB) budget. Usage: 0.00%
[2023.02.02-17.43.32:477][  0]LogShaderCompilers: Display: === Shader Compilation stats ===
[2023.02.02-17.43.32:477][  0]LogShaderCompilers: Display: Shaders Compiled: 0
[2023.02.02-17.43.32:477][  0]LogShaderCompilers: Display: Jobs assigned 0, completed 0 (0.00%)
[2023.02.02-17.43.32:477][  0]LogShaderCompilers: Display: Time at least one job was in flight (either pending or executed): 0.00 s
[2023.02.02-17.43.32:477][  0]LogShaderCompilers: Display: ================================================
[2023.02.02-17.43.32:606][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.02.02-17.43.32:611][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.02.02-17.43.32:615][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.02.02-17.43.32:617][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.02.02-17.43.32:766][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/StarterContent.upack', mount point: 'root:/'
[2023.02.02-17.43.32:773][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_FirstPerson.upack', mount point: 'root:/'
[2023.02.02-17.43.32:779][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_FirstPersonBP.upack', mount point: 'root:/'
[2023.02.02-17.43.32:782][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_HandheldARBP.upack', mount point: 'root:/'
[2023.02.02-17.43.32:788][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_ThirdPerson.upack', mount point: 'root:/'
[2023.02.02-17.43.32:792][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_ThirdPersonBP.upack', mount point: 'root:/'
[2023.02.02-17.43.32:798][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_TopDown.upack', mount point: 'root:/'
[2023.02.02-17.43.32:802][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_TopDownBP.upack', mount point: 'root:/'
[2023.02.02-17.43.32:808][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_VehicleAdvBP.upack', mount point: 'root:/'
[2023.02.02-17.43.32:812][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_VirtualRealityBP.upack', mount point: 'root:/'
[2023.02.02-17.43.33:062][  0]LogSlate: Took 0.005312 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Regular.ttf' (155K)
[2023.02.02-17.43.33:068][  0]LogSlate: Took 0.004006 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Bold.ttf' (160K)
[2023.02.02-17.43.33:074][  0]LogSlate: Took 0.003800 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Italic.ttf' (157K)
[2023.02.02-17.43.33:079][  0]LogSlate: Took 0.004765 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/DroidSansMono.ttf' (77K)
[2023.02.02-17.43.33:117][  0]LogViewport: Scene viewport resized to 2523x1254, mode Windowed.
[2023.02.02-17.43.34:125][  0]LogStall: Startup...
[2023.02.02-17.43.34:127][  0]LogStall: Startup complete.
[2023.02.02-17.43.34:157][  0]LogLoad: (Engine Initialization) Total time: 32.77 seconds
[2023.02.02-17.43.34:157][  0]LogLoad: (Engine Initialization) Total Blueprint compile time: 0.00 seconds
[2023.02.02-17.43.34:209][  0]AssetCheck: New page: Asset Save: Collapse01
[2023.02.02-17.43.34:210][  0]LogContentValidation: Display: Validating /Script/Engine.SoundWave /Game/StarterContent/Audio/Collapse01.Collapse01
[2023.02.02-17.43.34:278][  0]LogAssetRegistry: Asset discovery search completed in 19.0767 seconds
[2023.02.02-17.43.34:302][  0]LogCollectionManager: Fixed up redirectors for 0 collections in 0.000004 seconds (updated 0 objects)
[2023.02.02-17.43.34:305][  0]LogContentStreaming: Texture pool size now 1000 MB
[2023.02.02-17.44.00:014][182]LogSlate: Took 0.005076 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Light.ttf' (167K)
[2023.02.02-17.44.03:721][400]LogUObjectHash: Compacting FUObjectHashTables data took   0.34ms
[2023.02.02-17.44.04:024][400]LogAssetEditorSubsystem: Opening Asset editor for World /Game/Levels/Stages/Heaven.Heaven
[2023.02.02-17.44.04:024][400]LightingResults: New page: Lighting Build
[2023.02.02-17.44.04:025][400]LoadErrors: New page: Loading map: Heaven.umap
[2023.02.02-17.44.04:030][400]LogWorld: UWorld::CleanupWorld for ThirdPersonMap, bSessionEnded=true, bCleanupResources=true
[2023.02.02-17.44.04:030][400]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2023.02.02-17.44.04:034][400]LogContentBundle: [Container: ThirdPersonMap] Deleting container.
[2023.02.02-17.44.04:035][400]MapCheck: New page: Map Check
[2023.02.02-17.44.04:035][400]LightingResults: New page: Lighting Build
[2023.02.02-17.44.04:042][400]LogAudio: Display: Audio Device unregistered from world 'None'.
[2023.02.02-17.44.04:055][400]LogUObjectHash: Compacting FUObjectHashTables data took   0.40ms
[2023.02.02-17.44.04:074][400]LogTexture: Display: Waiting for textures to be ready 0/31 (/Game/Levels/Stages/Heaven_BuiltData) ...
[2023.02.02-17.44.04:109][400]LogTexture: Display: Waiting for textures to be ready 10/31 (/Game/Levels/Heaven/Textures/T_Column_AORM) ...
[2023.02.02-17.44.04:184][400]LogWorld: UWorld::CleanupWorld for Heaven, bSessionEnded=true, bCleanupResources=true
[2023.02.02-17.44.04:184][400]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2023.02.02-17.44.04:193][400]LogUObjectHash: Compacting FUObjectHashTables data took   0.30ms
[2023.02.02-17.44.04:199][400]LogUObjectHash: Compacting FUObjectHashTables data took   0.32ms
[2023.02.02-17.44.04:207][400]LogAudio: Display: Audio Device (ID: 1) registered with world 'Heaven'.
[2023.02.02-17.44.04:207][400]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2023.02.02-17.44.04:208][400]LogAIModule: Creating AISystem for world Heaven
[2023.02.02-17.44.04:254][400]LogEditorServer: Finished looking for orphan Actors (0.000 secs)
[2023.02.02-17.44.04:263][400]LogUObjectHash: Compacting FUObjectHashTables data took   0.38ms
[2023.02.02-17.44.04:267][400]Cmd: MAP CHECKDEP NOCLEARLOG
[2023.02.02-17.44.04:268][400]MapCheck: Map check complete: 0 Error(s), 0 Warning(s), took 0.099ms to complete.
[2023.02.02-17.44.04:268][400]LogFileHelpers: Loading map 'Heaven' took 0.243
[2023.02.02-17.44.15:872][ 64]Cmd: CAMERA ALIGN ACTIVEVIEWPORTONLY
[2023.02.02-17.44.47:252][395]LogDebuggerCommands: Repeating last play command: Selected Viewport
[2023.02.02-17.44.47:256][395]LogPlayLevel: PlayLevel: No blueprints needed recompiling
[2023.02.02-17.44.47:257][395]PIE: New page: PIE session: Heaven (Feb 2, 2023, 5:44:47 AM)
[2023.02.02-17.44.47:261][395]LogOnline: OSS: Created online subsystem instance for: NULL
[2023.02.02-17.44.47:261][395]LogOnline: OSS: TryLoadSubsystemAndSetDefault: Loaded subsystem for module [NULL]
[2023.02.02-17.44.47:261][395]LogPlayLevel: Creating play world package: /Game/Levels/Stages/UEDPIE_0_Heaven
[2023.02.02-17.44.47:265][395]LogPlayLevel: PIE: StaticDuplicateObject took: (0.003309s)
[2023.02.02-17.44.47:265][395]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/Levels/Stages/Heaven.Heaven to /Game/Levels/Stages/UEDPIE_0_Heaven.Heaven (0.003343s)
[2023.02.02-17.44.47:265][395]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2023.02.02-17.44.47:265][395]LogAIModule: Creating AISystem for world Heaven
[2023.02.02-17.44.47:266][395]LogPlayLevel: PIE: World Init took: (0.000629s)
[2023.02.02-17.44.47:272][395]LogUObjectHash: Compacting FUObjectHashTables data took   0.30ms
[2023.02.02-17.44.47:273][395]LogAudio: Display: Creating Audio Device:                 Id: 2, Scope: Unique, Realtime: True
[2023.02.02-17.44.47:273][395]LogAudioMixer: Display: Audio Mixer Platform Settings:
[2023.02.02-17.44.47:273][395]LogAudioMixer: Display: 	Sample Rate:						  48000
[2023.02.02-17.44.47:273][395]LogAudioMixer: Display: 	Callback Buffer Frame Size Requested: 1024
[2023.02.02-17.44.47:273][395]LogAudioMixer: Display: 	Callback Buffer Frame Size To Use:	  1024
[2023.02.02-17.44.47:273][395]LogAudioMixer: Display: 	Number of buffers to queue:			  1
[2023.02.02-17.44.47:273][395]LogAudioMixer: Display: 	Max Channels (voices):				  0
[2023.02.02-17.44.47:273][395]LogAudioMixer: Display: 	Number of Async Source Workers:		  4
[2023.02.02-17.44.47:273][395]LogAudio: Display: AudioDevice MaxSources: 32
[2023.02.02-17.44.47:273][395]LogAudio: Display: Audio Spatialization Plugin: None (built-in).
[2023.02.02-17.44.47:273][395]LogAudio: Display: Audio Reverb Plugin: None (built-in).
[2023.02.02-17.44.47:273][395]LogAudio: Display: Audio Occlusion Plugin: None (built-in).
[2023.02.02-17.44.47:275][395]LogAudioMixer: Display: Initializing audio mixer using platform API: 'XAudio2'
[2023.02.02-17.44.47:288][395]LogAudioMixer: Display: Using Audio Hardware Device Speakers (USB-C Audio)
[2023.02.02-17.44.47:288][395]LogAudioMixer: Display: Initializing Sound Submixes...
[2023.02.02-17.44.47:288][395]LogAudioMixer: Display: Creating Master Submix 'MasterSubmixDefault'
[2023.02.02-17.44.47:288][395]LogAudioMixer: Display: Creating Master Submix 'MasterReverbSubmixDefault'
[2023.02.02-17.44.47:289][395]LogAudioMixer: FMixerPlatformXAudio2::StartAudioStream() called. InstanceID=2
[2023.02.02-17.44.47:289][395]LogAudioMixer: Display: Output buffers initialized: Frames=1024, Channels=2, Samples=2048, InstanceID=2
[2023.02.02-17.44.47:290][395]LogAudioMixer: Display: Starting AudioMixerPlatformInterface::RunInternal(), InstanceID=2
[2023.02.02-17.44.47:290][395]LogAudioMixer: Display: FMixerPlatformXAudio2::SubmitBuffer() called for the first time. InstanceID=2
[2023.02.02-17.44.47:290][395]LogInit: FAudioDevice initialized.
[2023.02.02-17.44.47:290][395]LogAudio: Display: Audio Device (ID: 2) registered with world 'Heaven'.
[2023.02.02-17.44.47:294][395]LogLoad: Game class is 'BP_ThirdPersonGameMode_C'
[2023.02.02-17.44.47:295][395]LogWorld: Bringing World /Game/Levels/Stages/UEDPIE_0_Heaven.Heaven up for play (max tick rate 60) at 2023.02.02-11.44.47
[2023.02.02-17.44.47:296][395]LogWorld: Bringing up level for play took: 0.001768
[2023.02.02-17.44.47:297][395]LogOnline: OSS: Created online subsystem instance for: :Context_3
[2023.02.02-17.44.47:321][395]LogMediaAssets: Error: Failed to validate media source FogElement (img://C:/Users/the_f/OneDrive/Desktop/Images)
[2023.02.02-17.44.47:322][395]PIE: Server logged in
[2023.02.02-17.44.47:322][395]PIE: Play in editor total start time 0.067 seconds.
[2023.02.02-17.44.47:325][395]LogMediaAssets: Error: Failed to validate media source FogElement (img://C:/Users/the_f/OneDrive/Desktop/Images)
[2023.02.02-17.44.47:419][396]LogMediaAssets: Error: Failed to validate media source FogElement (img://C:/Users/the_f/OneDrive/Desktop/Images)
[2023.02.02-17.44.47:436][397]LogMediaAssets: Error: Failed to validate media source FogElement (img://C:/Users/the_f/OneDrive/Desktop/Images)
[2023.02.02-17.44.47:462][398]LogMediaAssets: Error: Failed to validate media source FogElement (img://C:/Users/the_f/OneDrive/Desktop/Images)
[2023.02.02-17.44.47:478][399]LogMediaAssets: Error: Failed to validate media source FogElement (img://C:/Users/the_f/OneDrive/Desktop/Images)
[2023.02.02-17.44.47:496][400]LogMediaAssets: Error: Failed to validate media source FogElement (img://C:/Users/the_f/OneDrive/Desktop/Images)
[2023.02.02-17.44.47:512][401]LogMediaAssets: Error: Failed to validate media source FogElement (img://C:/Users/the_f/OneDrive/Desktop/Images)
[2023.02.02-17.44.47:528][402]LogMediaAssets: Error: Failed to validate media source FogElement (img://C:/Users/the_f/OneDrive/Desktop/Images)
[2023.02.02-17.44.47:544][403]LogMediaAssets: Error: Failed to validate media source FogElement (img://C:/Users/the_f/OneDrive/Desktop/Images)
[2023.02.02-17.44.47:561][404]LogMediaAssets: Error: Failed to validate media source FogElement (img://C:/Users/the_f/OneDrive/Desktop/Images)
[2023.02.02-17.44.47:578][405]LogMediaAssets: Error: Failed to validate media source FogElement (img://C:/Users/the_f/OneDrive/Desktop/Images)
[2023.02.02-17.44.47:594][406]LogMediaAssets: Error: Failed to validate media source FogElement (img://C:/Users/the_f/OneDrive/Desktop/Images)
[2023.02.02-17.44.47:612][407]LogMediaAssets: Error: Failed to validate media source FogElement (img://C:/Users/the_f/OneDrive/Desktop/Images)
[2023.02.02-17.44.47:628][408]LogMediaAssets: Error: Failed to validate media source FogElement (img://C:/Users/the_f/OneDrive/Desktop/Images)
[2023.02.02-17.44.47:645][409]LogMediaAssets: Error: Failed to validate media source FogElement (img://C:/Users/the_f/OneDrive/Desktop/Images)
[2023.02.02-17.44.47:661][410]LogMediaAssets: Error: Failed to validate media source FogElement (img://C:/Users/the_f/OneDrive/Desktop/Images)
[2023.02.02-17.44.47:678][411]LogMediaAssets: Error: Failed to validate media source FogElement (img://C:/Users/the_f/OneDrive/Desktop/Images)
[2023.02.02-17.44.47:695][412]LogMediaAssets: Error: Failed to validate media source FogElement (img://C:/Users/the_f/OneDrive/Desktop/Images)
[2023.02.02-17.44.47:712][413]LogMediaAssets: Error: Failed to validate media source FogElement (img://C:/Users/the_f/OneDrive/Desktop/Images)
[2023.02.02-17.44.47:728][414]LogMediaAssets: Error: Failed to validate media source FogElement (img://C:/Users/the_f/OneDrive/Desktop/Images)
[2023.02.02-17.44.47:744][415]LogMediaAssets: Error: Failed to validate media source FogElement (img://C:/Users/the_f/OneDrive/Desktop/Images)
[2023.02.02-17.44.47:761][416]LogMediaAssets: Error: Failed to validate media source FogElement (img://C:/Users/the_f/OneDrive/Desktop/Images)
[2023.02.02-17.44.47:778][417]LogMediaAssets: Error: Failed to validate media source FogElement (img://C:/Users/the_f/OneDrive/Desktop/Images)
[2023.02.02-17.44.47:795][418]LogMediaAssets: Error: Failed to validate media source FogElement (img://C:/Users/the_f/OneDrive/Desktop/Images)
[2023.02.02-17.44.47:811][419]LogMediaAssets: Error: Failed to validate media source FogElement (img://C:/Users/the_f/OneDrive/Desktop/Images)
[2023.02.02-17.44.47:828][420]LogMediaAssets: Error: Failed to validate media source FogElement (img://C:/Users/the_f/OneDrive/Desktop/Images)
[2023.02.02-17.44.47:845][421]LogMediaAssets: Error: Failed to validate media source FogElement (img://C:/Users/the_f/OneDrive/Desktop/Images)
[2023.02.02-17.44.47:861][422]LogMediaAssets: Error: Failed to validate media source FogElement (img://C:/Users/the_f/OneDrive/Desktop/Images)
[2023.02.02-17.44.47:877][423]LogMediaAssets: Error: Failed to validate media source FogElement (img://C:/Users/the_f/OneDrive/Desktop/Images)
[2023.02.02-17.44.47:895][424]LogMediaAssets: Error: Failed to validate media source FogElement (img://C:/Users/the_f/OneDrive/Desktop/Images)
[2023.02.02-17.44.47:912][425]LogMediaAssets: Error: Failed to validate media source FogElement (img://C:/Users/the_f/OneDrive/Desktop/Images)
[2023.02.02-17.44.47:928][426]LogMediaAssets: Error: Failed to validate media source FogElement (img://C:/Users/the_f/OneDrive/Desktop/Images)
[2023.02.02-17.44.47:945][427]LogMediaAssets: Error: Failed to validate media source FogElement (img://C:/Users/the_f/OneDrive/Desktop/Images)
[2023.02.02-17.44.47:961][428]LogMediaAssets: Error: Failed to validate media source FogElement (img://C:/Users/the_f/OneDrive/Desktop/Images)
[2023.02.02-17.44.47:978][429]LogMediaAssets: Error: Failed to validate media source FogElement (img://C:/Users/the_f/OneDrive/Desktop/Images)
[2023.02.02-17.44.47:995][430]LogMediaAssets: Error: Failed to validate media source FogElement (img://C:/Users/the_f/OneDrive/Desktop/Images)
[2023.02.02-17.44.48:011][431]LogMediaAssets: Error: Failed to validate media source FogElement (img://C:/Users/the_f/OneDrive/Desktop/Images)
[2023.02.02-17.44.48:029][432]LogMediaAssets: Error: Failed to validate media source FogElement (img://C:/Users/the_f/OneDrive/Desktop/Images)
[2023.02.02-17.44.48:045][433]LogMediaAssets: Error: Failed to validate media source FogElement (img://C:/Users/the_f/OneDrive/Desktop/Images)
[2023.02.02-17.44.48:061][434]LogMediaAssets: Error: Failed to validate media source FogElement (img://C:/Users/the_f/OneDrive/Desktop/Images)
[2023.02.02-17.44.48:078][435]LogMediaAssets: Error: Failed to validate media source FogElement (img://C:/Users/the_f/OneDrive/Desktop/Images)
[2023.02.02-17.44.48:095][436]LogMediaAssets: Error: Failed to validate media source FogElement (img://C:/Users/the_f/OneDrive/Desktop/Images)
[2023.02.02-17.44.48:112][437]LogMediaAssets: Error: Failed to validate media source FogElement (img://C:/Users/the_f/OneDrive/Desktop/Images)
[2023.02.02-17.44.48:128][438]LogMediaAssets: Error: Failed to validate media source FogElement (img://C:/Users/the_f/OneDrive/Desktop/Images)
[2023.02.02-17.44.48:145][439]LogMediaAssets: Error: Failed to validate media source FogElement (img://C:/Users/the_f/OneDrive/Desktop/Images)
[2023.02.02-17.44.48:161][440]LogMediaAssets: Error: Failed to validate media source FogElement (img://C:/Users/the_f/OneDrive/Desktop/Images)
[2023.02.02-17.44.48:179][441]LogMediaAssets: Error: Failed to validate media source FogElement (img://C:/Users/the_f/OneDrive/Desktop/Images)
[2023.02.02-17.44.48:194][442]LogMediaAssets: Error: Failed to validate media source FogElement (img://C:/Users/the_f/OneDrive/Desktop/Images)
